岗位,职位,薪资,公司,城市,经验,学历,领域,规模,性质,技能要求,招聘人数,公司详情页,职位详情页,处理后的薪资,平均月薪(元),平均月薪
深度学习算法工程师,机器学习算法实习生（智能流体机械）,130-190元/天,浙江大学湖州研究院,湖州,无经验,本科,学术/科研,300-499人,事业单位,"状态监测, 故障诊断, 算法学习",1,http://company.zhaopin.com/CZL1305152930.htm,http://jobs.zhaopin.com/CCL1305152930J40718615516.htm,4.8k,4800.0,4.8k
深度学习算法工程师,图像深度学习开发工程师,1-2万,北京融德人才咨询服务有限责任公司,北京,经验不限,本科,咨询服务,20-99人,民营,图像算法,1,http://company.zhaopin.com/CZ130136590.htm,http://jobs.zhaopin.com/CC130136590J40801269008.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,深度学习算法工程师,1.5-2万,武汉精微云科技检测有限公司,武汉,3-5年,本科,人工智能,20人以下,其他,"机器视觉, 图像算法, SSD, ResNet, RCNN, PaddlePaddle, OpenCV, C++, Python, C语言",1,http://company.zhaopin.com/CZL1483831990.htm,http://jobs.zhaopin.com/CCL1483831990J40758715507.htm,15.0-20.0k,17500.0,17.5k
深度学习算法工程师,nlp算法工程师,1.7-2.7万·14薪,北京耐思云科技有限公司,上海,1-3年,本科,云计算/大数据,100-299人,民营,"PyTorch, Python, NLP算法, 图像算法, 大模型算法",2,http://company.zhaopin.com/CZL1309530020.htm,http://jobs.zhaopin.com/CCL1309530020J40744911510.htm,17.0-27.0k,22000.0,22.0k
深度学习算法工程师,生成式AI（大模型）算法工程师r,1.8-3万,中国人民解放军32806部队,北京,经验不限,本科,政府/公共事业,100-299人,国企,"PyTorch, Python",10,http://company.zhaopin.com/CZL1455679640.htm,http://jobs.zhaopin.com/CCL1455679640J40731177415.htm,18.0-30.0k,24000.0,24.0k
深度学习算法工程师,大模型算法工程师,1.5-3万·14薪,外企德科数字技术有限公司,杭州,经验不限,本科,专业技术服务,10000人以上,合资,"深度学习, 机器学习",6,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40781588605.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,NLP/CV/语音/深度学习/算法岗（接受应届+考研失败）,1.8-3.5万·16薪,外企德科数字技术有限公司,杭州,经验不限,本科,专业技术服务,10000人以上,合资,"大模型算法, 多模态算法, 机器学习, 自然语言处理, 机器视觉, Python, C++, Java, 搜索/推荐算法, 线性回归, 数据结构",15,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40777544105.htm,18.0-35.0k,26500.0,26.5k
深度学习算法工程师,深度学习算法工程师,1.2-2.4万,江苏先维技术有限公司,南京,经验不限,本科,计算机软件,20-99人,其他,机器视觉,2,http://company.zhaopin.com/CZL1296862630.htm,http://jobs.zhaopin.com/CCL1296862630J40722351014.htm,12.0-24.0k,18000.0,18.0k
深度学习算法工程师,图像处理深度学习算法工程师,400元/天,天津恒兴创智科技有限公司,天津,经验不限,硕士,机器人,20-99人,民营,"ResNet, RCNN, 深度学习算法, PyTorch, OpenCV, Python",1,http://company.zhaopin.com/CZL1243784410.htm,http://jobs.zhaopin.com/CCL1243784410J40772828808.htm,12.0k,12000.0,12.0k
深度学习算法工程师,大模型算法应届/实习生（微调方向）,1.5-2万,深圳市乐有家控股集团有限公司,深圳,经验不限,本科,房地产中介,10000人以上,民营,"大模型算法, DEEPSEEK, PyTorch",1,http://company.zhaopin.com/CZ381381910.htm,http://jobs.zhaopin.com/CC381381910J40776661105.htm,15.0-20.0k,17500.0,17.5k
深度学习算法工程师,深度学习应用工程师（本科/研究生应届亦可，月薪7-12K）,7000-12000元·13薪,柯尔微电子装备(厦门)有限公司,厦门,经验不限,本科,专用设备制造,100-299人,民营,"TensorFlow, PyTorch, AI, 深度学习算法, 视觉图像算法, 修改模型结构, 工业级模型落地, 目标检测、SLAM",3,http://company.zhaopin.com/CZ484168520.htm,http://jobs.zhaopin.com/CC484168520J40407911008.htm,7.0-12.0k,9500.0,9.5k
深度学习算法工程师,深度算法实习生,4000-6000元·13薪,河南澜单影视科技有限公司,洛阳,经验不限,学历不限,广播/影视,20-99人,民营,"机器视觉, 自然语言处理, 图像算法, 人工神经网络, Transformer, DNN",10,http://company.zhaopin.com/CZL1500542900.htm,http://jobs.zhaopin.com/CCL1500542900J40739642814.htm,4.0-6.0k,5000.0,5.0k
深度学习算法工程师,算法工程师，应届生可培养,1.5-3万·14薪,外企德科数字技术有限公司,深圳,经验不限,本科,专业技术服务,10000人以上,合资,"深度学习, 机器学习, 大模型算法, Python, C++, C语言",20,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40628159605.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,人工智能实习生,6000-9000元·13薪,河南塔韵文化传媒有限公司,南阳,经验不限,学历不限,广播/影视,100-299人,民营,"机器视觉, 自然语言处理, 图像算法, 人工神经网络, Transformer, DNN, PyTorch, TensorFlow, Caffe, Python, C++, C#",10,http://company.zhaopin.com/CZL1493543330.htm,http://jobs.zhaopin.com/CCL1493543330J40737850507.htm,6.0-9.0k,7500.0,7.5k
深度学习算法工程师,C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,1.5-3万,外企德科数字技术有限公司,东莞,经验不限,本科,专业技术服务,10000人以上,合资,"C#, Java, Python, MySQL",50,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40704710605.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,遥感算法工程师（兼职）,1-2万,北京安信锐图科技有限公司,全国,经验不限,学历不限,云计算/大数据,20-99人,民营,"提取, 遥感, 水利",1,http://company.zhaopin.com/CZL1231930630.htm,http://jobs.zhaopin.com/CCL1231930630J40728653510.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,深度学习ai算法工程师,1.5-2.5万·13薪,合肥华升泵阀股份有限公司,合肥,经验不限,本科,电气机械/电力设备,100-299人,民营,"大模型算法, 多模态算法, 强化学习 ",1,http://company.zhaopin.com/CZ202530820.htm,http://jobs.zhaopin.com/CC202530820J40749824002.htm,15.0-25.0k,20000.0,20.0k
深度学习算法工程师,深度估计算法实习生,200-250元/天,微分智飞(杭州)科技有限公司,杭州,无经验,本科,人工智能,20-99人,股份制企业,"双目视觉, 深度估计, PyTorch, OpenCV",1,http://company.zhaopin.com/CZL1486159410.htm,http://jobs.zhaopin.com/CCL1486159410J40846438815.htm,6.8k,6800.0,6.8k
深度学习算法工程师,AI工程师,5000-10000元,润建股份,南宁,经验不限,本科,通信/网络设备,1000-9999人,股份制企业,"自然语言处理, 图像算法, 机器视觉, PyTorch, TensorFlow",1,http://company.zhaopin.com/CZ202740210.htm,http://jobs.zhaopin.com/CC202740210J40911432904.htm,5.0-10.0k,7500.0,7.5k
深度学习算法工程师,人工智能工程师开发助理,5000-7000元,安徽雅云晖智能科技有限公司,合肥,经验不限,大专,计算机软件,20-99人,其他,自然语言处理,1,http://company.zhaopin.com/CZL1483063630.htm,http://jobs.zhaopin.com/CCL1483063630J40591263407.htm,5.0-7.0k,6000.0,6.0k
深度学习算法工程师,AI开发工程师,1.5-2.5万,软通动力信息技术(集团)股份有限公司,济南,经验不限,本科,互联网,10000人以上,民营,"机器视觉, Python",1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40720232216.htm,15.0-25.0k,20000.0,20.0k
深度学习算法工程师,深度模型工程师,1.5-2.5万,服务型制造研究院(杭州)有限公司,杭州,经验不限,本科,学术/科研,100-299人,国企,机器视觉,2,http://company.zhaopin.com/CZL1286751270.htm,http://jobs.zhaopin.com/CCL1286751270J40689502115.htm,15.0-25.0k,20000.0,20.0k
深度学习算法工程师,软件开发工程师,1.5-3万,外企德科数字技术有限公司,东莞,经验不限,本科,专业技术服务,10000人以上,合资,"Java, Python, C语言",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40702680205.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,深度学习工程师,1-1.5万,克雷登工业有限公司,杭州,经验不限,本科,通用设备制造,300-499人,合资,通信算法,1,http://company.zhaopin.com/CZ834822080.htm,http://jobs.zhaopin.com/CC834822080J40659626906.htm,10.0-15.0k,12500.0,12.5k
深度学习算法工程师,AI大型模型应用工程师,1-2万,武汉国贸通大数据有限公司,武汉,1-3年,本科,贸易/进出口,100-299人,民营,"深度学习, 大模型算法",1,http://company.zhaopin.com/CZ843181570.htm,http://jobs.zhaopin.com/CC843181570J40761607713.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,船舶感知研发工程师-深度学习（MJ034452）,1.5-3万,宁德时代新能源科技股份有限公司,宁德,经验不限,本科,电子设备制造,10000人以上,民营,图像算法,1,http://company.zhaopin.com/CZ271988630.htm,http://jobs.zhaopin.com/CC271988630J40914240604.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,ai图像算法工程师,1.5-2.5万·13薪,厦门思泰克智能科技股份有限公司,厦门,经验不限,本科,电子/半导体/集成电路,100-299人,其他,"图像处理, 视觉图像算法, C++",1,http://company.zhaopin.com/CZ436134330.htm,http://jobs.zhaopin.com/CC436134330J40536593806.htm,15.0-25.0k,20000.0,20.0k
深度学习算法工程师,自然语言处理工程师（NLP）,1.7-3万·13薪,广州市新文溯科技有限公司,广州,经验不限,本科,计算机软件,20-99人,民营,"深度学习, 算法, C, C++",1,http://company.zhaopin.com/CZ139506240.htm,http://jobs.zhaopin.com/CC139506241J00497507301.htm,17.0-30.0k,23500.0,23.5k
深度学习算法工程师,C/C++/Java/JS/Python软件开发【全国有岗】,1.5-3万,外企德科数字技术有限公司,厦门,经验不限,本科,专业技术服务,10000人以上,合资,"C语言, Java, Python",50,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40732894205.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,ai算法训练工程师,8000-12000元,深圳市天健城市服务有限公司,深圳,经验不限,本科,物业管理,1000-9999人,国企,"PyTorch, Python, 智慧城市",1,http://company.zhaopin.com/CC240506211.htm,http://jobs.zhaopin.com/CC240506210J40753096610.htm,8.0-12.0k,10000.0,10.0k
深度学习算法工程师,机器视觉工程师,1.7-3万,绍兴中砥数字科技有限公司,绍兴,经验不限,硕士,人工智能,20-99人,合资,"图像处理, 视觉图像算法, 推荐算法, 搜索算法, 视频算法, 运动控制算法, Python, VR/AR",3,http://company.zhaopin.com/CZL1438175970.htm,http://jobs.zhaopin.com/CCL1438175970J40448409915.htm,17.0-30.0k,23500.0,23.5k
深度学习算法工程师,深度学习算法工程岗位（实习）,100-180元/天,上海舜动科技有限公司,北京,无经验,本科,人工智能,20-99人,民营,"图像算法, 机器视觉, 智能驾驶, OpenCV",1,http://company.zhaopin.com/CZL1360206900.htm,http://jobs.zhaopin.com/CCL1360206900J40676423614.htm,4.2k,4200.0,4.2k
深度学习算法工程师,图像算法工程师,1-2万,山东三竹数字科技有限公司,滨州,1-3年,本科,日化产品制造,20-99人,其他,"机器人, 图像识别产品, 人脸识别产品",2,http://company.zhaopin.com/CZL1401823620.htm,http://jobs.zhaopin.com/CCL1401823620J40851656915.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,人工智能开发,7000-10000元,河南伊林达物联网有限公司,郑州,经验不限,本科,电子商务,20-99人,其他,"图像算法, Transformer, DNN, PyTorch, LSTM, Python, C++, C语言",8,http://company.zhaopin.com/CZL1484315330.htm,http://jobs.zhaopin.com/CCL1484315330J40730262411.htm,7.0-10.0k,8500.0,8.5k
深度学习算法工程师,大模型算法,1-2万,软通动力信息技术(集团)股份有限公司,东莞,经验不限,本科,互联网,10000人以上,民营,"机器学习, 深度学习, 大模型算法, PyTorch, Python",1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40707678716.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,AI算法工程师（深度学习领域）,4000-8000元,济宁繁星文化传媒有限公司,济宁,1-3年,本科,人力资源服务,20-99人,其它,"音视频算法, Python",1,http://company.zhaopin.com/CZL1345355620.htm,http://jobs.zhaopin.com/CCL1345355620J40742476211.htm,4.0-8.0k,6000.0,6.0k
深度学习算法工程师,软件开发工程师,1.5-3万,外企德科数字技术有限公司,佛山,经验不限,本科,专业技术服务,10000人以上,合资,"C语言, Java, Python, MySQL, Redis",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40702696905.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,深度学习算法实习生,9000-18000元,成都宇俊盛科技有限公司,成都,经验不限,硕士,专用设备制造,100-299人,民营,"自然语言处理, 图像算法",1,http://company.zhaopin.com/CZL1210493650.htm,http://jobs.zhaopin.com/CCL1210493650J40751551113.htm,9.0-18.0k,13500.0,13.5k
深度学习算法工程师,算法工程师,1.5-3万,软通动力信息技术(集团)股份有限公司,深圳,经验不限,本科,互联网,10000人以上,民营,"PyTorch, TensorFlow, CV, 视觉图像算法, 深度学习, MINDSPORE, Python",10,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40471148016.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,开发工程师,1.5-3万,北京瑞鑫天算资产管理有限公司,北京,经验不限,本科,基金,20-99人,民营,"机器学习, 深度学习, 强化学习 , Transformer, Python, C++",2,http://company.zhaopin.com/CZL1241735280.htm,http://jobs.zhaopin.com/CCL1241735280J40727667007.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,人工智能技术研究,1.7-3万,中国船舶集团有限公司第七一五研究所,杭州,经验不限,硕士,电子/半导体/集成电路,1000-9999人,事业单位,"音视频算法, 图像算法",3,http://company.zhaopin.com/CZ165194910.htm,http://jobs.zhaopin.com/CC165194910J40647687410.htm,17.0-30.0k,23500.0,23.5k
深度学习算法工程师,AI算法工程师/AI软件开发工程师,1.5-3万,外企德科数字技术有限公司,杭州,经验不限,本科,专业技术服务,10000人以上,合资,"深度学习, 机器学习, 图像算法, ViT, CLIP, VGGNet, SVM, 逻辑回归, 线性回归",20,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40781934305.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,人工智能应用开发工程师,1.5-2.1万,山东智和创信息技术有限公司,杭州,3-5年,本科,计算机软件,100-299人,股份制企业,"机器视觉, 机器学习, 深度学习, Python, Java",4,http://company.zhaopin.com/CZ461476710.htm,http://jobs.zhaopin.com/CC461476710J40917219104.htm,15.0-21.0k,18000.0,18.0k
深度学习算法工程师,人工智能岗（2025届校招）,1-1.5万·13薪,三诺生物,长沙,经验不限,本科,医疗设备/器械,1000-9999人,股份制企业,Python,1,http://company.zhaopin.com/CZ148461780.htm,http://jobs.zhaopin.com/CC148461780J40755989413.htm,10.0-15.0k,12500.0,12.5k
深度学习算法工程师,深度学习算法工程师（图像方向-实习生）,150-250元/天,广州市新文溯科技有限公司,广州,无经验,硕士,计算机软件,20-99人,民营,"图像算法, 图像识别, 目标检测, OCR",2,http://company.zhaopin.com/CZ139506240.htm,http://jobs.zhaopin.com/CC139506240J40602549002.htm,6.0k,6000.0,6.0k
深度学习算法工程师,python机器学习算法工程师,1.6-2.2万,携汇智联技术(北京)有限公司,北京,5-10年,本科,物联网,20-99人,其它,"Python, Sklearn, TensorFlow",2,http://company.zhaopin.com/CZL1242159910.htm,http://jobs.zhaopin.com/CCL1242159910J40844102315.htm,16.0-22.0k,19000.0,19.0k
深度学习算法工程师,软件开发工程师,1.5-3万,外企德科数字技术有限公司,苏州,经验不限,本科,专业技术服务,10000人以上,合资,"C语言, Python, Java, Oracle, Redis, MySQL",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40702712105.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,深度学习算法工程师（NLP方向-实习生）,150-250元/天,广州市新文溯科技有限公司,广州,无经验,硕士,计算机软件,20-99人,民营,自然语言处理,2,http://company.zhaopin.com/CZ139506240.htm,http://jobs.zhaopin.com/CC139506240J40602551902.htm,6.0k,6000.0,6.0k
深度学习算法工程师,人工智能开发工程师,6000-8000元·13薪,河南塔韵文化传媒有限公司,南阳,经验不限,学历不限,广播/影视,100-299人,民营,"机器视觉, 自然语言处理, 图像算法, 人工神经网络, Transformer, DNN, PyTorch, TensorFlow, Caffe",10,http://company.zhaopin.com/CZL1493543330.htm,http://jobs.zhaopin.com/CCL1493543330J40737848607.htm,6.0-8.0k,7000.0,7.0k
深度学习算法工程师,Python算法-深圳岗位-深圳上班,1-2万,软通动力信息技术(集团)股份有限公司,西宁,1-3年,本科,互联网,10000人以上,民营,"图像算法, 多模态算法, 大模型算法, 机器视觉, 自然语言处理, 搜索/推荐算法, PyTorch, OpenCV, Python, PYTHON算法, PYTHON开发, 音频处理",5,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40720195116.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,科技研发岗-25年毕业生,7000-10000元·14薪,北京六建集团有限责任公司,北京,无经验,本科,工程施工,1000-9999人,国企,机器视觉,1,http://company.zhaopin.com/CZ156219010.htm,http://jobs.zhaopin.com/CC156219010J40702514811.htm,7.0-10.0k,8500.0,8.5k
深度学习算法工程师,双休/算法（双休+高薪/可接受无经验）,1.8-3.5万·16薪,外企德科数字技术有限公司,深圳,经验不限,本科,专业技术服务,10000人以上,合资,"深度学习, 图像算法, 大模型算法",5,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40681947205.htm,18.0-35.0k,26500.0,26.5k
深度学习算法工程师,ai深度学习算法工程师,1.5-3万,沈阳稻田科技有限公司北京分公司,沈阳,经验不限,本科,计算机软件,20人以下,其他,"自然语言处理, 机器视觉, 算法, DNN, 精排模型, Python, 用户行为建模, PyTorch, RAG, TensorFlow, AGENTS",1,http://company.zhaopin.com/CZL1284166810.htm,http://jobs.zhaopin.com/CCL1284166810J40647681606.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,深度学习/机器学习工程师,9000-14000元,天才纵横国际企业管理(北京)有限公司,北京,经验不限,本科,证券/期货,20-99人,民营,"图像算法, 语音算法, 机器学习, Python, 分布式训练",1,http://company.zhaopin.com/CC561485829.htm,http://jobs.zhaopin.com/CC561485820J40666618313.htm,9.0-14.0k,11500.0,11.5k
深度学习算法工程师,机器学习/大模型/AI算法工程师/核心业务开发,2-4万·14薪,外企德科数字技术有限公司,上海,经验不限,本科,专业技术服务,10000人以上,合资,"机器视觉, 分类回归, PyTorch, Python",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40768875605.htm,20.0-40.0k,30000.0,30.0k
深度学习算法工程师,AI研究员,1.5-3万,江西视蓝信息技术有限公司,南昌,3-5年,硕士,科学技术推广,20-99人,民营,"Python, 机器视觉",1,http://company.zhaopin.com/CZ878456220.htm,http://jobs.zhaopin.com/CC878456220J40807246808.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,人工智能工程师,1.2-2.4万,国家超级计算无锡中心,无锡,经验不限,本科,计算机软件,100-299人,国企,"推荐算法, Python, C++, C语言, 视觉图像算法",2,http://company.zhaopin.com/CZ624435430.htm,http://jobs.zhaopin.com/CC624435430J40336753103.htm,12.0-24.0k,18000.0,18.0k
深度学习算法工程师,AI算法应用开发工程师,1.3-2.6万·14薪,外企德科数字技术有限公司,深圳,经验不限,本科,专业技术服务,10000人以上,合资,"深度学习, Python, C++, C#",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40735225905.htm,13.0-26.0k,19500.0,19.5k
深度学习算法工程师,深度学习图像处理算法工程师,1-2万,深圳市华汉伟业科技有限公司,深圳,经验不限,本科,工业自动化,300-499人,民营,"图像处理, C++, Python, CNN, TensorFlow, 深度学习算法, PyTorch, 视觉图像算法",5,http://company.zhaopin.com/CC280373831.htm,http://jobs.zhaopin.com/CC280373830J40265964405.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,Python算法-深圳岗位-深圳上班,1-2万,软通动力信息技术(集团)股份有限公司,沈阳,1-3年,本科,互联网,10000人以上,民营,"图像算法, 多模态算法, 大模型算法, 自然语言处理, PyTorch, OpenCV, Python, PYTHON开发, 音频处理, 视频处理",5,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40720183416.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,深度学习算法工程师,2-3万,昂视智能(深圳)有限公司,深圳,3-5年,本科,工业自动化,100-299人,其他,"机器视觉, 图像算法",1,http://company.zhaopin.com/CZL1436859710.htm,http://jobs.zhaopin.com/CCL1436859710J40743772111.htm,20.0-30.0k,25000.0,25.0k
深度学习算法工程师,软件开发工程师,1.5-3万,外企德科数字技术有限公司,上海,经验不限,本科,专业技术服务,10000人以上,合资,"C语言, Java, Python, Linux开发, Redis, Oracle, MySQL",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40702704205.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,智能体开发工程师,1-2万,浪潮集团,济南,经验不限,本科,IT服务,10000人以上,国企,PyTorch,1,http://company.zhaopin.com/CZ120143600.htm,http://jobs.zhaopin.com/CC120143600J40818787415.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,算法工程师,1.4-2万,河南伟达电子技术有限公司,郑州,经验不限,本科,IT服务,20-99人,民营,"聊天机器人, 智能客服, 自动问答, Python",5,http://company.zhaopin.com/CZ435120510.htm,http://jobs.zhaopin.com/CC435120510J40502503416.htm,14.0-20.0k,17000.0,17.0k
深度学习算法工程师,数据处理工程师，算法工程师,1-2万·13薪,上海集影科技有限公司,南京,经验不限,本科,计算机软件,20-99人,其他,"统计, 图像处理, Python, 模式识别, 搜索/推荐算法, MATLAB, Shell",2,http://company.zhaopin.com/CZL1318695490.htm,http://jobs.zhaopin.com/CCL1318695490J40722329307.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,人工智能应用研发工程师,9000-12000元,唐山市宝凯科技有限公司,唐山,1-3年,本科,环保,100-299人,民营,"人工神经网络, 图像算法, 机器视觉, C++, Python, Java",1,http://company.zhaopin.com/CZ287617930.htm,http://jobs.zhaopin.com/CC287617930J40717584801.htm,9.0-12.0k,10500.0,10.5k
深度学习算法工程师,图形图像算法工程师（VR）,1-2万·14薪,北京航空航天大学青岛研究院,青岛,经验不限,本科,学术/科研,100-299人,事业单位,"图像识别产品, 计算机视觉, 计算机图形, Python, C++, TensorFlow, PyTorch",1,http://company.zhaopin.com/CZ426302030.htm,http://jobs.zhaopin.com/CC426302030J40695580814.htm,10.0-20.0k,15000.0,15.0k
深度学习算法工程师,AI开发工程师,6000-8000元,胜通和科技有限公司山西分公司,太原,1-3年,本科,物联网,1000-9999人,民营,通信算法,1,http://company.zhaopin.com/CZL1456093760.htm,http://jobs.zhaopin.com/CCL1456093760J40769807613.htm,6.0-8.0k,7000.0,7.0k
深度学习算法工程师,机器学习实习生,9000-15000元,深圳市智胜益辉科技有限公司,深圳,经验不限,本科,计算机软件,20-99人,民营,"机器学习, 模式识别, NLP, 机器视觉, 图像处理",4,http://company.zhaopin.com/CZL1383526720.htm,http://jobs.zhaopin.com/CCL1383526720J40237132806.htm,9.0-15.0k,12000.0,12.0k
深度学习算法工程师,视觉算法工程师（训练&部署）,1.2-2.4万·13薪,青岛开拓星云智能控制技术有限责任公司,青岛,经验不限,本科,计算机软件,100-299人,其它,"PyTorch, TensorFlow, C++, Python, TensorRT, ONNX, OPENVINO, paddlepaddle",1,http://company.zhaopin.com/CZL1422419170.htm,http://jobs.zhaopin.com/CCL1422419170J40781447803.htm,12.0-24.0k,18000.0,18.0k
深度学习算法工程师,人工智能开发工程师 / 机器学习工程师 / 深度学习工程师 / 数据科学家,8000-16000元,潍坊英惠物联网科技有限公司,潍坊,5-10年,本科,通用设备制造,20-99人,民营,Python,5,http://company.zhaopin.com/CC330910983.htm,http://jobs.zhaopin.com/CC330910980J40707241814.htm,8.0-16.0k,12000.0,12.0k
深度学习算法工程师,故障诊断算法工程师,1-1.5万·14薪,威海市海王旋流器有限公司,威海,经验不限,本科,电气机械/电力设备,1000-9999人,民营,"深度学习, 机器学习, 大模型算法",1,http://company.zhaopin.com/CC357087913.htm,http://jobs.zhaopin.com/CC357087910J40848548715.htm,10.0-15.0k,12500.0,12.5k
深度学习算法工程师,开发实习生,100-130元/天,湖南双菱电子科技有限公司,长沙,无经验,硕士,通信/网络设备,100-299人,民营,C语言,2,http://company.zhaopin.com/CZ197867610.htm,http://jobs.zhaopin.com/CC197867610J40686799711.htm,3.5k,3500.0,3.5k
深度学习算法工程师,2025届-深度学习开发岗(J10878),1.2-2万,潍柴雷沃智慧农业科技股份有限公司,潍坊,1年以下,硕士,专用设备制造,1000-9999人,国企,"机器视觉, 导航算法, 图像算法",3,http://company.zhaopin.com/CZ143117150.htm,http://jobs.zhaopin.com/CC143117150J40596374813.htm,12.0-20.0k,16000.0,16.0k
深度学习算法工程师,算法工程师（RAG） - 多模态文档解析,1.8-3万,彩讯科技股份有限公司,广州,经验不限,本科,计算机软件,1000-9999人,上市公司,"多模态算法, 大模型算法, 知识图谱, 机器视觉, 自然语言处理",2,http://company.zhaopin.com/CZ189085310.htm,http://jobs.zhaopin.com/CC189085310J40785659813.htm,18.0-30.0k,24000.0,24.0k
深度学习算法工程师,AI应用开发实习生,90-100元/天,捷佳润科技集团股份有限公司,南宁,无经验,本科,互联网,100-299人,股份制企业,Python,1,http://company.zhaopin.com/CZ372373880.htm,http://jobs.zhaopin.com/CC372373880J40764008205.htm,2.9k,2900.0,2.9k
深度学习算法工程师,AI大模型工程师,1.5-2.3万,深圳市跳月数字科技有限公司,深圳,1-3年,学历不限,计算机软件,20-99人,民营,"文本分析, 文本分类, Python",2,http://company.zhaopin.com/CZL1213747060.htm,http://jobs.zhaopin.com/CCL1213747060J40536808903.htm,15.0-23.0k,19000.0,19.0k
深度学习算法工程师,深度学习算法工程师（自然语言处理方向）,1.2-1.8万,江苏东印智慧工程技术研究院有限公司,南京,经验不限,硕士,工程技术与设计服务,20-99人,民营,"深度学习, 人工智能, 算法",1,http://company.zhaopin.com/CZ821899670.htm,http://jobs.zhaopin.com/CC821899670J00439568908.htm,12.0-18.0k,15000.0,15.0k
深度学习算法工程师,算法工程师—世界模型方向,1.5-3万·16薪,招商局创新科技(集团)有限公司,深圳,经验不限,本科,人工智能,100-299人,国企,"多模态算法, 大模型算法, 机器视觉, 自然语言处理, PyTorch, Python",5,http://company.zhaopin.com/CZL1484783320.htm,http://jobs.zhaopin.com/CCL1484783320J40764506915.htm,15.0-30.0k,22500.0,22.5k
深度学习算法工程师,数据标注（医疗器械研发、深度学习）,100-150元/天,北京唯迈医疗,北京,无经验,大专,医疗设备/器械,100-299人,合资,"图像标注, 文本标注",5,http://company.zhaopin.com/CZ226823730.htm,http://jobs.zhaopin.com/CC226823730J40717692707.htm,3.8k,3800.0,3.8k
深度学习算法工程师,机器视觉调试工程师（外派德国）,1.5-2.5万,苏州睿信诺智能科技有限公司,苏州,1年以下,本科,仪器仪表制造,20-99人,民营,"机器人, 图像识别产品",2,http://company.zhaopin.com/CC397318031.htm,http://jobs.zhaopin.com/CC397318030J40674565606.htm,15.0-25.0k,20000.0,20.0k
